Blog		better	mark	model	process	things	non	level	thing	think	old	away	size	actually	go	day	san	point	air	say	street	everything	once	against	issue	yes	else	yet	microsoft	c	start	d	e	g	anything	minutes	m	o	really	p	u	ready	x	them	then	rather	review	full	first	months	campaign	control	heard	dead	try	inside	fox	given	group	times	were	side	online	him	stop	his	hit	details	never	follow	win	live	nearly	tell	done	clear	saying	phone	above	after	sharing	kids	problem	started	age	least	having	someone	comes	ago	little	video	wrote	says	fast	sent	came	probably	current	yesterday	who	car	especially	why	almost	points	image	david	store	hasn	itself	information	plan	media	story	version	rock	four	play	cut	author	run	doing	release	pretty	cool	another	however	call	many	note	plus	coming	edition	young	too	top	working	apps	create	hard	myself	certainly	audio	co	thanks	software	very	via	while	photos	possible	number	getting	than	until	end	three	radio	night	list	action	need	still	into	able	completely	add	everyone	wouldn	please	browser	often	system	looks	lot	might	each	youtube	bad	readers	ways	come	feel	morning	went	web	total	blogging	game	her	article	these	several	through	steve	school	love	super	off	ad	site	both	find	going	al	am	idea	buy	williams	appeared	last	security	view	according	public	good	under	make	announced	don	office	page	means	available	different	seems	us	next	comments	local	looking	enough	children	reader	recently	taken	design	takes	build	reports	anyone	likely	built	well	finally	th	iphone	great	news	apple	even	tv	ever	didn	water	nothing	friends	example	popular	other	name	movie	hand	lots	below	issues	interview	plans	juan	left	maybe	tools	gets	couple	court	themselves	wrong	its	whole	within	days	currently	apparently	early	should	later	latest	house	would	hope	become	put	debate	national	mdash	final	matter	created	wants	drive	haven	writing	com	move	where	perhaps	ideas	back	isn	quick	doesn	results	aren	re	had	before	own	watch	reason	line	right	together	war	link	entire	service	way	bill	creative	personal	hours	services	google	half	easy	head	understand	based	continue	text	order	internet	change	search	job	running	using	ask	weeks	attention	tech	million	devices	though	such	platform	does	reasons	spent	book	york	check	few	features	seem	seen	answer	simple	products	our	step	flash	years	around	website	terms	press	simply	art	pro	home	also	project	much	keep	power	read	only	large	real	piece	bring	changed	space	party	because	every	kind	most	did	facebook	took	tool	oh	meet	talk	beta	six	support	team	jobs	quite	community	look	special	guy	videos	mind	believe	drop	american	down	data	open	report	asked	money	made	she	take	no	future	called	turn	president	books	earlier	app	high	again	source	games	long	best	show	value	university	posted	business	could	same	include	year	week	me	percent	audience	happy	family	america	my	amazon	used	city	music	user	far	word	daily	october	work	among	soon	past	let	across	told	since	following	building	interesting	download	people	ll	fun	question	feature	less	free	any	give	health	during	government	launch	including	shows	related	industry	won	event	part	billion	sure	third	mac	network	two	course	want	always	man	photo	technology	see	experience	must	mean	nice	may	goes	set	questions	found	update	series	conference	white	content	companies	important	world	appears	being	camera	between	case	write	original	making	others	trying	digital	over	use	users	life	wanted	sites	talking	mobile	big	along	close	second	taking	tax	either	similar	bit	post	share	care	person	twitter	recent	said	makes	social	ipad	fact	know	front	five	links	state	true	html	country	month	something	reading	thought	got	single	without	place	blog	already	problems	obama	company	npr	those	leave	email	launched	he	computer	culture	behind	small	help	instead	nbsp	released
Eschaton	1	0	0	0	0	1	0	0	2	4	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	1	0	1	0	2	0	0	2	0	1	4	4	0	0	0	0	4	5	0	1	0	3	1	0	0	0	0	1	0	2	1	0	1	3	0	0	2	0	7	0	0	3	0	0	1	1	1	0	0	1	0	0	5	0	0	1	2	2	0	1	0	0	2	1	0	2	1	0	1	3	0	0	0	9	1	0	0	0	0	0	2	0	0	0	0	0	3	0	0	1	0	0	0	0	1	1	0	0	0	3	0	0	1	0	0	0	0	0	1	0	2	0	0	1	0	1	0	0	0	0	1	0	1	0	2	1	0	2	0	2	1	0	2	0	0	0	4	3	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	6	1	1	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	3	0	0	0	3	0	3	0	0	2	0	0	0	0	0	1	0	0	1	0	0	1	0	1	2	0	0	0	0	1	3	1	1	2	3	0	0	0	0	1	3	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	3	1	0	0	1	0	0	0	1	3	5	0	1	0	2	0	0	0	0	0	3	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	1	1	0	1	0	0	6	0	0	0	0	3	0	0	2	2	0	0	0	1	0	2	0	2	0	0	1	0	1	2	0	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	2	1	5	2	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	1	0	0	4	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	4	1	0	0	0	0	0	1	1	2	0	0	1	0	0	1	1	0	1	0	0	2	0	0	0	0	8	0	0	0	0	0	1	0	1
http://radar.oreilly.com/index.rdf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
http://www.we-make-money-not-art.com/index.rdf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
http://www.tbray.org/ongoing/ongoing.rss	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Daily Kos	0	3	1	0	0	1	1	1	1	6	0	3	0	3	2	3	0	6	3	3	1	0	1	1	1	2	0	1	0	0	2	34	1	2	1	0	1	6	3	0	7	0	0	11	5	2	2	0	4	1	15	1	0	2	2	0	10	2	4	3	2	1	0	5	2	11	1	0	2	2	1	0	2	0	3	2	2	1	1	5	0	1	0	1	2	2	3	0	0	3	2	0	5	2	0	1	2	2	1	0	13	0	0	5	1	1	0	1	0	0	0	0	0	12	1	1	0	3	0	4	0	2	1	1	3	0	1	2	3	2	0	0	0	2	0	0	2	0	0	1	3	1	1	0	2	0	0	5	0	4	0	0	5	0	11	2	1	1	1	3	1	1	4	5	1	0	0	0	2	0	2	0	0	3	2	1	3	1	0	4	0	0	2	0	1	2	1	6	0	3	7	0	8	2	2	1	0	0	0	8	2	1	3	2	8	1	1	0	1	4	0	8	5	3	1	8	3	5	5	1	4	1	1	0	1	3	0	4	1	3	3	3	0	2	0	1	1	0	0	0	1	4	4	0	4	0	5	0	3	14	0	6	2	2	1	0	1	1	2	1	5	2	0	0	0	0	1	1	1	2	2	1	0	2	0	4	0	0	8	1	2	4	0	1	5	4	1	2	13	10	1	0	2	1	4	0	0	0	2	0	3	0	2	1	0	3	2	2	2	2	0	1	2	1	3	12	1	2	0	2	3	10	1	1	0	0	0	1	5	0	0	0	0	0	5	2	1	1	6	1	0	0	0	7	0	0	2	0	0	0	2	0	15	0	4	5	0	3	0	3	1	4	1	2	0	0	2	0	1	0	7	0	0	6	3	0	1	2	0	0	0	0	4	1	4	3	0	1	5	1	2	0	0	0	0	3	4	1	0	2	2	1	1	1	0	0	3	0	0	1	1	0	2	0	0	1	0	0	0	0	0	1	1	1	5	1	2	1	2	9	1	9	0	0	1	2	2	2	0	3	2	3	0	1	0	7	0	1	0	1	2	2	0	7	3	0	5	1	1	1	0	5	0	1	1	0	0	1	2	4	6	3	0	1	0	0	3	2	1	0	0	1	0	10	3	1	4	0	2	0	8	3	0	1	3	0	2	1	2	0	1	1	0	1	2	2	0	0	8	0	1	0	0	1	0	5	0	1	1	0	6	1	0	0	3	0	0	0	2	0	1	2	0	0	0	0	3	3	1	2	0	8	0	0	9	2	0	0	0	0	0	0	2	0	2	0	1	3	0	1	0	0	0	2	1	1	3	7	1	4	0	2	4	2	0	0	13	1	0	2	2	2	1	2	3	1	0	2	1	3	0	2	2	20	8	0	0	2	15	0	0	1	2	6	0	9	2
Wired Top Stories	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	1	0	6	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	3	1	0	0	1	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	3	1	2	0	0	0	0	0	0	2	1	0	3	0	0	1	0	0	0	1	0	2	0	0	0	5	1	0	0	0	1	0	0	1	0	0	0	1	3	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	3	1	0	1	0	0	0	1	1	0	0	1	3	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	1	1	0	0	3	2	1	0	0	0	1	1	3	1	1	1	0	0	0	0	1	0	0	7	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	1	2	0	2	0	0	0	1	0	0	3	0	0	0	0	2	0	0	2	1	1	0	0	1	1	0	1	1	0	2	1	0	1	0	0	0	2	0	0	0	1	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	2	0	2	2	1	0	0	0	0	1	0	1	0	1	1	3	0	1	1	0	0	0	2	0	0	0	1	1	2	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	1	3	1	0	0	0	3	0	0	1	0	0	1	0	0	1	3	0	0	0	0	0	0	2	1	0	1	0	3	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	3	2	1	0	0	0	1	2	0	0	1	0	0	1	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	0	0	0
Gawker: valleywag	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	1	1	0	1	0	2	0	2	0	0	2	1	0	3	2	0	4	0	0	1	0	0	1	0	0	0	0	1	0	0	2	0	2	0	1	0	0	0	1	0	1	1	7	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	3	0	0	3	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	3	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	7	1	1	0	1	1	3	0	0	0	0	0	1	2	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	10	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	1	3	0	0	0	0	2	0	1	0	0	2	0	1	1	0	0	1	4	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	2	0	0	5	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	2	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	4	0	16	0	0	0	3	0	0	0	0	0	8	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	4	1	1	0	1	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	1	0	0	0	1	1	1	0	2	1	0	0	1	0	0	0	2	1	2	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	1	6	0	0	1	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	2	3	0	1	0	0	0	7	0	0	0	0	0	0	20	0
TUAW	0	2	0	3	3	3	2	2	5	7	5	1	0	8	12	3	1	8	35	6	2	2	7	0	2	1	2	1	1	1	2	6	2	1	2	1	9	0	6	0	0	3	26	20	7	4	3	5	11	5	0	15	4	1	3	4	1	0	2	1	11	7	0	2	2	7	2	1	12	2	0	6	2	7	7	4	2	1	2	15	1	0	2	2	0	0	2	0	6	4	6	21	1	6	1	3	2	5	3	12	15	0	2	11	4	1	1	2	78	2	3	2	0	4	3	9	0	1	4	5	0	7	2	3	8	2	7	5	3	15	6	2	3	4	1	4	1	2	31	6	9	0	6	2	0	2	25	11	12	8	1	3	1	3	13	0	2	4	0	3	5	0	9	9	12	5	3	2	0	3	41	5	0	1	3	3	1	1	0	2	2	2	7	1	0	1	4	5	0	12	2	0	5	5	4	10	0	6	1	3	0	3	9	5	10	1	0	3	4	0	40	5	7	7	6	7	7	1	11	3	14	2	3	0	8	3	4	19	5	43	0	10	1	2	5	3	2	4	2	1	2	2	4	1	15	1	1	19	7	12	87	13	10	8	2	0	2	2	1	4	15	9	0	3	2	2	4	1	2	0	4	4	0	3	1	0	4	1	13	4	3	8	4	1	1	9	3	2	0	6	1	0	5	0	0	0	5	6	2	2	15	3	2	3	4	7	1	0	13	7	1	3	0	3	16	7	13	5	1	1	6	4	2	0	2	1	1	16	0	0	0	4	2	1	0	4	0	2	7	11	2	3	3	13	2	1	21	8	2	1	0	0	12	5	5	6	4	10	2	1	4	0	2	13	5	0	2	3	4	3	48	3	16	3	3	0	40	3	4	0	11	3	14	2	9	12	3	5	15	2	3	1	3	2	3	6	6	3	0	9	2	5	1	0	0	0	0	4	3	4	5	15	4	1	2	2	2	0	2	1	1	0	6	0	8	3	2	2	7	1	8	30	12	1	2	5	2	3	109	0	3	41	6	4	4	2	0	0	2	5	14	10	1	8	1	16	9	3	1	2	0	16	1	2	1	1	18	2	5	3	0	10	1	3	5	7	2	1	3	0	0	4	3	11	12	4	5	6	4	12	16	3	0	5	1	1	4	1	1	4	8	5	5	0	11	8	97	1	18	1	14	3	1	0	1	51	2	5	5	5	9	1	7	1	6	16	0	1	0	5	2	1	4	3	10	1	4	1	3	3	2	0	1	2	15	59	20	1	1	0	2	13	7	2	2	3	2	0	7	7	5	2	2	1	0	3	1	3	2	0	24	1	11	0	1	0	4	3	4	1	0	4	10	3	8	1	14	2	3	11	3	3	8	0	13	2	46	1	15	11	1	3	4	5	0	236	1
The Steve Rubel Stream	0	3	0	1	4	1	0	0	2	6	0	2	4	1	3	9	0	3	0	3	0	2	7	0	2	0	1	0	1	0	5	0	14	2	1	0	4	0	3	0	1	0	0	8	3	9	0	2	12	0	2	2	2	0	6	0	0	2	0	1	2	5	11	1	1	7	1	0	3	1	0	3	0	3	2	2	2	1	2	0	2	0	0	0	9	4	1	2	2	1	4	3	0	5	2	2	0	0	1	0	15	2	2	3	0	2	3	4	3	0	2	13	2	32	3	1	0	0	0	1	0	0	2	0	1	0	5	19	2	14	4	1	4	0	0	9	2	1	6	7	3	2	0	1	4	2	0	2	4	4	2	1	1	0	19	3	11	3	1	0	0	0	20	4	19	1	1	1	4	1	0	2	1	4	0	2	3	4	3	1	0	3	4	2	0	0	14	0	1	2	0	2	3	0	3	2	0	0	0	2	3	3	5	7	8	1	3	0	2	1	0	5	3	5	9	3	7	0	10	0	6	0	3	8	3	4	0	11	3	0	2	2	4	0	8	4	3	2	0	2	0	3	1	0	6	2	2	3	8	4	17	7	3	4	5	0	0	3	8	6	4	2	0	2	2	1	1	0	1	0	1	1	5	0	0	0	4	0	12	1	2	1	0	0	1	4	1	0	0	4	2	9	5	2	4	0	0	8	1	0	2	0	5	9	2	2	3	1	5	1	0	8	5	0	13	3	8	3	5	3	0	5	3	1	3	3	1	9	0	1	1	1	3	18	1	2	3	2	1	0	3	1	3	6	9	5	1	4	1	0	7	1	1	15	1	7	6	4	0	4	3	0	0	8	1	1	2	0	2	0	25	3	2	7	3	1	0	1	3	2	0	0	12	0	7	3	1	4	9	0	14	0	6	1	4	0	1	8	1	8	6	24	0	1	0	1	0	2	3	1	3	5	0	1	7	0	1	3	2	2	0	0	5	5	3	0	0	0	3	3	0	10	1	4	3	0	1	1	3	2	1	0	0	2	7	1	0	0	1	8	11	15	0	2	7	9	0	1	0	0	1	19	4	1	0	0	8	2	1	0	0	6	0	3	0	4	5	0	3	7	2	1	0	21	5	1	0	2	4	2	4	2	0	0	2	1	3	2	0	3	2	4	1	0	5	3	0	3	7	0	5	2	1	2	8	12	3	7	1	0	12	0	3	2	3	0	0	2	0	22	16	2	7	1	5	0	4	5	3	0	3	7	4	21	9	6	8	1	0	8	2	16	0	1	1	4	3	0	0	5	0	1	6	0	1	13	0	5	4	37	7	2	7	2	2	2	0	1	0	0	2	4	0	2	1	4	2	2	4	3	0	0	2	0	3	20	6	2	10	0	2	1	2	6	1	89	1
http://headrush.typepad.com/creating_passionate_users/index.rdf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
